NAICS Code,NAICS Description,Total Employment,State
62,Health Care and Social Assistance,494382,New Jersey
71,"Arts, Entertainment, and Recreation",47151,New Jersey
72,Accommodation and Food Services,284905,New Jersey
81,Other Services (except Public Administration),154214,New Jersey
99,Unclassified,706,New Jersey
--,Total,628681,New Mexico
11,"Forestry, Fishing, Hunting, and Agriculture Support",529,New Mexico
21,Mining,18067,New Mexico
22,Utilities,4141,New Mexico
23,Construction,56900,New Mexico
31-33,Manufacturing,35250,New Mexico
42,Wholesale Trade,21844,New Mexico
44-45,Retail Trade,100362,New Mexico
48-49,Transportation and Warehousing,15872,New Mexico
51,Information,12288,New Mexico
52,Finance and Insurance,25441,New Mexico
53,Real Estate and Rental and Leasing,10964,New Mexico
54,"Professional, Scientific, and Technical Services",38700,New Mexico
55,Management of Companies and Enterprises,13831,New Mexico
56,Administrative and Support and Waste Management and Remediation Services,44961,New Mexico
61,Educational Services,9311,New Mexico
62,Health Care and Social Assistance,97771,New Mexico
71,"Arts, Entertainment, and Recreation",14340,New Mexico
72,Accommodation and Food Services,80849,New Mexico
81,Other Services (except Public Administration),27072,New Mexico
99,Unclassified,188,New Mexico
--,Total,7532764,New York
11,"Forestry, Fishing, Hunting, and Agriculture Support",5032,New York
21,Mining,4334,New York
22,Utilities,40378,New York
23,Construction,319107,New York
31-33,Manufacturing,551471,New York
42,Wholesale Trade,405236,New York
44-45,Retail Trade,901418,New York
48-49,Transportation and Warehousing,234630,New York
51,Information,289485,New York
52,Finance and Insurance,577925,New York
53,Real Estate and Rental and Leasing,173907,New York
54,"Professional, Scientific, and Technical Services",599549,New York
55,Management of Companies and Enterprises,183927,New York
56,Administrative and Support and Waste Management and Remediation Services,513029,New York
61,Educational Services,343791,New York
62,Health Care and Social Assistance,1318154,New York
71,"Arts, Entertainment, and Recreation",141736,New York
72,Accommodation and Food Services,568869,New York
81,Other Services (except Public Administration),358714,New York
99,Unclassified,2072,New York
--,Total,3524814,North Carolina
11,"Forestry, Fishing, Hunting, and Agriculture Support",[h],North Carolina
21,Mining,3430,North Carolina
22,Utilities,19815,North Carolina
23,Construction,242148,North Carolina
31-33,Manufacturing,535689,North Carolina
42,Wholesale Trade,170298,North Carolina
44-45,Retail Trade,467113,North Carolina
48-49,Transportation and Warehousing,118153,North Carolina
51,Information,74836,North Carolina
52,Finance and Insurance,185335,North Carolina
53,Real Estate and Rental and Leasing,54897,North Carolina
54,"Professional, Scientific, and Technical Services",196323,North Carolina
55,Management of Companies and Enterprises,71887,North Carolina
56,Administrative and Support and Waste Management and Remediation Services,278485,North Carolina
61,Educational Services,78011,North Carolina
62,Health Care and Social Assistance,487956,North Carolina
71,"Arts, Entertainment, and Recreation",51431,North Carolina
72,Accommodation and Food Services,331448,North Carolina
81,Other Services (except Public Administration),151606,North Carolina
99,Unclassified,[f],North Carolina
--,Total,278423,North Dakota
11,"Forestry, Fishing, Hunting, and Agriculture Support",[f],North Dakota
21,Mining,5084,North Dakota
22,Utilities,3304,North Dakota
23,Construction,16395,North Dakota
31-33,Manufacturing,25584,North Dakota
42,Wholesale Trade,17171,North Dakota
44-45,Retail Trade,44748,North Dakota
48-49,Transportation and Warehousing,9987,North Dakota
51,Information,7344,North Dakota
52,Finance and Insurance,15261,North Dakota
53,Real Estate and Rental and Leasing,3494,North Dakota
54,"Professional, Scientific, and Technical Services",11972,North Dakota
55,Management of Companies and Enterprises,2799,North Dakota
56,Administrative and Support and Waste Management and Remediation Services,12081,North Dakota
61,Educational Services,4595,North Dakota
62,Health Care and Social Assistance,51191,North Dakota
71,"Arts, Entertainment, and Recreation",[h],North Dakota
72,Accommodation and Food Services,29104,North Dakota
81,Other Services (except Public Administration),13514,North Dakota
99,Unclassified,[b],North Dakota
--,Total,4825510,Ohio
11,"Forestry, Fishing, Hunting, and Agriculture Support",1426,Ohio
21,Mining,9853,Ohio
22,Utilities,26266,Ohio
23,Construction,218662,Ohio
31-33,Manufacturing,787946,Ohio
42,Wholesale Trade,238386,Ohio
44-45,Retail Trade,608800,Ohio
48-49,Transportation and Warehousing,174327,Ohio
51,Information,98987,Ohio
52,Finance and Insurance,270251,Ohio
53,Real Estate and Rental and Leasing,67775,Ohio
54,"Professional, Scientific, and Technical Services",250095,Ohio
55,Management of Companies and Enterprises,153766,Ohio
56,Administrative and Support and Waste Management and Remediation Services,356234,Ohio
61,Educational Services,104997,Ohio
62,Health Care and Social Assistance,730349,Ohio
71,"Arts, Entertainment, and Recreation",59624,Ohio
72,Accommodation and Food Services,440755,Ohio
81,Other Services (except Public Administration),226375,Ohio
99,Unclassified,636,Ohio
--,Total,1276921,Oklahoma
11,"Forestry, Fishing, Hunting, and Agriculture Support",985,Oklahoma
21,Mining,36961,Oklahoma
22,Utilities,9045,Oklahoma
23,Construction,69149,Oklahoma
31-33,Manufacturing,142148,Oklahoma
42,Wholesale Trade,61012,Oklahoma
44-45,Retail Trade,175630,Oklahoma
48-49,Transportation and Warehousing,39338,Oklahoma
51,Information,33314,Oklahoma
52,Finance and Insurance,61083,Oklahoma
53,Real Estate and Rental and Leasing,22419,Oklahoma
54,"Professional, Scientific, and Technical Services",69567,Oklahoma
55,Management of Companies and Enterprises,34399,Oklahoma
56,Administrative and Support and Waste Management and Remediation Services,100479,Oklahoma
61,Educational Services,17536,Oklahoma
62,Health Care and Social Assistance,193346,Oklahoma
71,"Arts, Entertainment, and Recreation",20027,Oklahoma
72,Accommodation and Food Services,127600,Oklahoma
81,Other Services (except Public Administration),62697,Oklahoma
99,Unclassified,186,Oklahoma
--,Total,1461664,Oregon
11,"Forestry, Fishing, Hunting, and Agriculture Support",12583,Oregon
21,Mining,1939,Oregon
22,Utilities,7990,Oregon
23,Construction,96718,Oregon
31-33,Manufacturing,188896,Oregon
42,Wholesale Trade,77393,Oregon
44-45,Retail Trade,208077,Oregon
48-49,Transportation and Warehousing,54819,Oregon
51,Information,37553,Oregon
52,Finance and Insurance,68502,Oregon
53,Real Estate and Rental and Leasing,32260,Oregon
54,"Professional, Scientific, and Technical Services",79754,Oregon
55,Management of Companies and Enterprises,41278,Oregon
56,Administrative and Support and Waste Management and Remediation Services,95419,Oregon
61,Educational Services,37757,Oregon
62,Health Care and Social Assistance,186663,Oregon
71,"Arts, Entertainment, and Recreation",24432,Oregon
72,Accommodation and Food Services,145702,Oregon
81,Other Services (except Public Administration),63346,Oregon
99,Unclassified,583,Oregon
--,Total,5189949,Pennsylvania
11,"Forestry, Fishing, Hunting, and Agriculture Support",2679,Pennsylvania
21,Mining,18290,Pennsylvania
22,Utilities,31475,Pennsylvania
23,Construction,257300,Pennsylvania
31-33,Manufacturing,663812,Pennsylvania
42,Wholesale Trade,241755,Pennsylvania
44-45,Retail Trade,679188,Pennsylvania
48-49,Transportation and Warehousing,208113,Pennsylvania
51,Information,129718,Pennsylvania
52,Finance and Insurance,306427,Pennsylvania
53,Real Estate and Rental and Leasing,69069,Pennsylvania
54,"Professional, Scientific, and Technical Services",316047,Pennsylvania
55,Management of Companies and Enterprises,129545,Pennsylvania
56,Administrative and Support and Waste Management and Remediation Services,306181,Pennsylvania
61,Educational Services,231686,Pennsylvania
62,Health Care and Social Assistance,860829,Pennsylvania
71,"Arts, Entertainment, and Recreation",77828,Pennsylvania
72,Accommodation and Food Services,411031,Pennsylvania
81,Other Services (except Public Administration),248483,Pennsylvania
99,Unclassified,493,Pennsylvania
--,Total,440797,Rhode Island
11,"Forestry, Fishing, Hunting, and Agriculture Support",[c],Rhode Island
21,Mining,[c],Rhode Island
22,Utilities,[g],Rhode Island
23,Construction,21915,Rhode Island
31-33,Manufacturing,54061,Rhode Island
42,Wholesale Trade,18883,Rhode Island
44-45,Retail Trade,56145,Rhode Island
48-49,Transportation and Warehousing,9800,Rhode Island
51,Information,9346,Rhode Island
52,Finance and Insurance,32524,Rhode Island
53,Real Estate and Rental and Leasing,6735,Rhode Island
54,"Professional, Scientific, and Technical Services",21987,Rhode Island
55,Management of Companies and Enterprises,10682,Rhode Island
56,Administrative and Support and Waste Management and Remediation Services,22815,Rhode Island
61,Educational Services,22661,Rhode Island
62,Health Care and Social Assistance,82430,Rhode Island
71,"Arts, Entertainment, and Recreation",7299,Rhode Island
72,Accommodation and Food Services,41924,Rhode Island
81,Other Services (except Public Administration),19302,Rhode Island
99,Unclassified,[b],Rhode Island
--,Total,1633441,South Carolina
11,"Forestry, Fishing, Hunting, and Agriculture Support",4276,South Carolina
21,Mining,1282,South Carolina
22,Utilities,11784,South Carolina
23,Construction,118318,South Carolina
31-33,Manufacturing,263605,South Carolina
42,Wholesale Trade,67865,South Carolina
44-45,Retail Trade,228874,South Carolina
48-49,Transportation and Warehousing,55271,South Carolina
51,Information,27792,South Carolina
52,Finance and Insurance,69745,South Carolina
53,Real Estate and Rental and Leasing,29044,South Carolina
54,"Professional, Scientific, and Technical Services",80757,South Carolina
55,Management of Companies and Enterprises,26507,South Carolina
56,Administrative and Support and Waste Management and Remediation Services,140155,South Carolina
61,Educational Services,25704,South Carolina
62,Health Care and Social Assistance,197901,South Carolina
71,"Arts, Entertainment, and Recreation",24208,South Carolina
72,Accommodation and Food Services,181191,South Carolina
81,Other Services (except Public Administration),78843,South Carolina
99,Unclassified,319,South Carolina
--,Total,325105,South Dakota
11,"Forestry, Fishing, Hunting, and Agriculture Support",[e],South Dakota
21,Mining,911,South Dakota
22,Utilities,[g],South Dakota
23,Construction,18897,South Dakota
31-33,Manufacturing,42215,South Dakota
42,Wholesale Trade,14712,South Dakota
44-45,Retail Trade,51499,South Dakota
48-49,Transportation and Warehousing,8497,South Dakota
51,Information,6944,South Dakota
52,Finance and Insurance,27220,South Dakota
53,Real Estate and Rental and Leasing,4223,South Dakota
54,"Professional, Scientific, and Technical Services",10233,South Dakota
55,Management of Companies and Enterprises,4256,South Dakota
56,Administrative and Support and Waste Management and Remediation Services,10854,South Dakota
61,Educational Services,8003,South Dakota
62,Health Care and Social Assistance,57279,South Dakota
71,"Arts, Entertainment, and Recreation",6521,South Dakota
72,Accommodation and Food Services,36108,South Dakota
81,Other Services (except Public Administration),14281,South Dakota
99,Unclassified,[c],South Dakota
--,Total,2473352,Tennessee
11,"Forestry, Fishing, Hunting, and Agriculture Support",1367,Tennessee
21,Mining,3347,Tennessee
22,Utilities,3242,Tennessee
23,Construction,123659,Tennessee
31-33,Manufacturing,393385,Tennessee
42,Wholesale Trade,120649,Tennessee
44-45,Retail Trade,332982,Tennessee
48-49,Transportation and Warehousing,120491,Tennessee
51,Information,53259,Tennessee
52,Finance and Insurance,117865,Tennessee
53,Real Estate and Rental and Leasing,38234,Tennessee
54,"Professional, Scientific, and Technical Services",126735,Tennessee
55,Management of Companies and Enterprises,71878,Tennessee
56,Administrative and Support and Waste Management and Remediation Services,196949,Tennessee
61,Educational Services,48010,Tennessee
62,Health Care and Social Assistance,344315,Tennessee
71,"Arts, Entertainment, and Recreation",30490,Tennessee
72,Accommodation and Food Services,231986,Tennessee
81,Other Services (except Public Administration),114127,Tennessee
99,Unclassified,382,Tennessee
--,Total,8711476,Texas
11,"Forestry, Fishing, Hunting, and Agriculture Support",7684,Texas
21,Mining,143843,Texas
22,Utilities,39190,Texas
23,Construction,553834,Texas
31-33,Manufacturing,846465,Texas
42,Wholesale Trade,463522,Texas
44-45,Retail Trade,1128050,Texas
48-49,Transportation and Warehousing,352519,Texas
51,Information,255805,Texas
52,Finance and Insurance,453185,Texas
53,Real Estate and Rental and Leasing,169039,Texas
54,"Professional, Scientific, and Technical Services",551673,Texas
55,Management of Companies and Enterprises,244304,Texas
56,Administrative and Support and Waste Management and Remediation Services,868646,Texas
61,Educational Services,136805,Texas
62,Health Care and Social Assistance,1126394,Texas
71,"Arts, Entertainment, and Recreation",110884,Texas
72,Accommodation and Food Services,850618,Texas
81,Other Services (except Public Administration),406636,Texas
99,Unclassified,2380,Texas
--,Total,1039095,Utah
11,"Forestry, Fishing, Hunting, and Agriculture Support",325,Utah
21,Mining,9054,Utah
22,Utilities,4600,Utah
23,Construction,81656,Utah
31-33,Manufacturing,118492,Utah
42,Wholesale Trade,47566,Utah
44-45,Retail Trade,139157,Utah
48-49,Transportation and Warehousing,45791,Utah
51,Information,32129,Utah
52,Finance and Insurance,52205,Utah
53,Real Estate and Rental and Leasing,18372,Utah
54,"Professional, Scientific, and Technical Services",71274,Utah
55,Management of Companies and Enterprises,18158,Utah
56,Administrative and Support and Waste Management and Remediation Services,100999,Utah
61,Educational Services,31471,Utah
62,Health Care and Social Assistance,113344,Utah
71,"Arts, Entertainment, and Recreation",16680,Utah
72,Accommodation and Food Services,91313,Utah
81,Other Services (except Public Administration),46316,Utah
99,Unclassified,193,Utah
--,Total,263838,Vermont
11,"Forestry, Fishing, Hunting, and Agriculture Support",423,Vermont
21,Mining,[f],Vermont
22,Utilities,1914,Vermont
23,Construction,16308,Vermont
31-33,Manufacturing,36964,Vermont
42,Wholesale Trade,10677,Vermont
44-45,Retail Trade,41072,Vermont
48-49,Transportation and Warehousing,6157,Vermont
51,Information,6126,Vermont
52,Finance and Insurance,9785,Vermont
53,Real Estate and Rental and Leasing,3392,Vermont
54,"Professional, Scientific, and Technical Services",17025,Vermont
55,Management of Companies and Enterprises,4023,Vermont
56,Administrative and Support and Waste Management and Remediation Services,8416,Vermont
61,Educational Services,13802,Vermont
62,Health Care and Social Assistance,39844,Vermont
71,"Arts, Entertainment, and Recreation",8415,Vermont
72,Accommodation and Food Services,29408,Vermont
81,Other Services (except Public Administration),9481,Vermont
99,Unclassified,[b],Vermont
--,Total,3174363,Virginia
11,"Forestry, Fishing, Hunting, and Agriculture Support",3940,Virginia
21,Mining,11292,Virginia
22,Utilities,15719,Virginia
23,Construction,241953,Virginia
31-33,Manufacturing,289176,Virginia
42,Wholesale Trade,121244,Virginia
44-45,Retail Trade,441222,Virginia
48-49,Transportation and Warehousing,105392,Virginia
51,Information,104201,Virginia
52,Finance and Insurance,170248,Virginia
53,Real Estate and Rental and Leasing,61157,Virginia
54,"Professional, Scientific, and Technical Services",373145,Virginia
55,Management of Companies and Enterprises,58655,Virginia
56,Administrative and Support and Waste Management and Remediation Services,239077,Virginia
61,Educational Services,61324,Virginia
62,Health Care and Social Assistance,362262,Virginia
71,"Arts, Entertainment, and Recreation",49698,Virginia
72,Accommodation and Food Services,298742,Virginia
81,Other Services (except Public Administration),165329,Virginia
99,Unclassified,587,Virginia
--,Total,2421269,Washington
11,"Forestry, Fishing, Hunting, and Agriculture Support",13415,Washington
21,Mining,3294,Washington
22,Utilities,6250,Washington
23,Construction,184453,Washington
31-33,Manufacturing,257611,Washington
42,Wholesale Trade,130164,Washington
44-45,Retail Trade,328899,Washington
48-49,Transportation and Warehousing,83739,Washington
51,Information,109936,Washington
52,Finance and Insurance,123316,Washington
53,Real Estate and Rental and Leasing,52200,Washington
54,"Professional, Scientific, and Technical Services",157086,Washington
55,Management of Companies and Enterprises,59563,Washington
56,Administrative and Support and Waste Management and Remediation Services,141043,Washington
61,Educational Services,46250,Washington
62,Health Care and Social Assistance,329463,Washington
71,"Arts, Entertainment, and Recreation",58732,Washington
72,Accommodation and Food Services,225923,Washington
81,Other Services (except Public Administration),109210,Washington
99,Unclassified,722,Washington
--,Total,583196,West Virginia
11,"Forestry, Fishing, Hunting, and Agriculture Support",[g],West Virginia
21,Mining,24572,West Virginia
22,Utilities,5802,West Virginia
23,Construction,32918,West Virginia
31-33,Manufacturing,63832,West Virginia
42,Wholesale Trade,20508,West Virginia
44-45,Retail Trade,95522,West Virginia
48-49,Transportation and Warehousing,16338,West Virginia
51,Information,11561,West Virginia
52,Finance and Insurance,21921,West Virginia
53,Real Estate and Rental and Leasing,7067,West Virginia
54,"Professional, Scientific, and Technical Services",24536,West Virginia
55,Management of Companies and Enterprises,4450,West Virginia
56,Administrative and Support and Waste Management and Remediation Services,33157,West Virginia
61,Educational Services,7899,West Virginia
62,Health Care and Social Assistance,113497,West Virginia
71,"Arts, Entertainment, and Recreation",11172,West Virginia
72,Accommodation and Food Services,60338,West Virginia
81,Other Services (except Public Administration),26821,West Virginia
99,Unclassified,[b],West Virginia
--,Total,2482281,Wisconsin
11,"Forestry, Fishing, Hunting, and Agriculture Support",3299,Wisconsin
21,Mining,3857,Wisconsin
22,Utilities,13946,Wisconsin
23,Construction,120114,Wisconsin
31-33,Manufacturing,492822,Wisconsin
42,Wholesale Trade,114530,Wisconsin
44-45,Retail Trade,321788,Wisconsin
48-49,Transportation and Warehousing,103047,Wisconsin
51,Information,57154,Wisconsin
52,Finance and Insurance,139953,Wisconsin
53,Real Estate and Rental and Leasing,28004,Wisconsin
54,"Professional, Scientific, and Technical Services",102240,Wisconsin
55,Management of Companies and Enterprises,59305,Wisconsin
56,Administrative and Support and Waste Management and Remediation Services,136788,Wisconsin
61,Educational Services,48747,Wisconsin
62,Health Care and Social Assistance,358027,Wisconsin
71,"Arts, Entertainment, and Recreation",37843,Wisconsin
72,Accommodation and Food Services,225445,Wisconsin
81,Other Services (except Public Administration),114970,Wisconsin
99,Unclassified,402,Wisconsin
--,Total,204153,Wyoming
11,"Forestry, Fishing, Hunting, and Agriculture Support",[c],Wyoming
21,Mining,24572,Wyoming
22,Utilities,2250,Wyoming
23,Construction,18686,Wyoming
31-33,Manufacturing,10474,Wyoming
42,Wholesale Trade,7031,Wyoming
44-45,Retail Trade,31683,Wyoming
48-49,Transportation and Warehousing,9074,Wyoming
51,Information,4115,Wyoming
52,Finance and Insurance,6841,Wyoming
53,Real Estate and Rental and Leasing,3870,Wyoming
54,"Professional, Scientific, and Technical Services",8407,Wyoming
55,Management of Companies and Enterprises,1141,Wyoming
56,Administrative and Support and Waste Management and Remediation Services,7367,Wyoming
61,Educational Services,1747,Wyoming
62,Health Care and Social Assistance,28395,Wyoming
71,"Arts, Entertainment, and Recreation",[h],Wyoming
72,Accommodation and Food Services,25500,Wyoming
81,Other Services (except Public Administration),8726,Wyoming
99,Unclassified,[c],Wyoming
