NAICS Code,NAICS Description,Total Employment,State
81,Other Services (except Public Administration),4623.0,Nevada
99,Unclassified,0.0,Nevada
--,Total,38700.0,New Hampshire
11,"Forestry, Fishing, Hunting, and Agriculture Support",188.0,New Hampshire
21,Mining,47.0,New Hampshire
22,Utilities,0.0,New Hampshire
23,Construction,4647.0,New Hampshire
31-33,Manufacturing,2225.0,New Hampshire
42,Wholesale Trade,1658.0,New Hampshire
44-45,Retail Trade,6378.0,New Hampshire
48-49,Transportation and Warehousing,767.0,New Hampshire
51,Information,455.0,New Hampshire
52,Finance and Insurance,986.0,New Hampshire
53,Real Estate and Rental and Leasing,1090.0,New Hampshire
54,"Professional, Scientific, and Technical Services",3820.0,New Hampshire
55,Management of Companies and Enterprises,21.0,New Hampshire
56,Administrative and Support and Waste Management and Remediation Services,1705.0,New Hampshire
61,Educational Services,573.0,New Hampshire
62,Health Care and Social Assistance,4621.0,New Hampshire
71,"Arts, Entertainment, and Recreation",651.0,New Hampshire
72,Accommodation and Food Services,3762.0,New Hampshire
81,Other Services (except Public Administration),5087.0,New Hampshire
99,Unclassified,0.0,New Hampshire
--,Total,225397.0,New Jersey
11,"Forestry, Fishing, Hunting, and Agriculture Support",132.0,New Jersey
21,Mining,94.0,New Jersey
22,Utilities,73.0,New Jersey
23,Construction,25180.0,New Jersey
31-33,Manufacturing,10765.0,New Jersey
42,Wholesale Trade,15347.0,New Jersey
44-45,Retail Trade,27849.0,New Jersey
48-49,Transportation and Warehousing,6036.0,New Jersey
51,Information,2091.0,New Jersey
52,Finance and Insurance,6324.0,New Jersey
53,Real Estate and Rental and Leasing,7852.0,New Jersey
54,"Professional, Scientific, and Technical Services",25423.0,New Jersey
55,Management of Companies and Enterprises,126.0,New Jersey
56,Administrative and Support and Waste Management and Remediation Services,10944.0,New Jersey
61,Educational Services,3424.0,New Jersey
62,Health Care and Social Assistance,33126.0,New Jersey
71,"Arts, Entertainment, and Recreation",3038.0,New Jersey
72,Accommodation and Food Services,20637.0,New Jersey
81,Other Services (except Public Administration),26913.0,New Jersey
99,Unclassified,0.0,New Jersey
--,Total,43838.0,New Mexico
11,"Forestry, Fishing, Hunting, and Agriculture Support",82.0,New Mexico
21,Mining,493.0,New Mexico
22,Utilities,100.0,New Mexico
23,Construction,7076.0,New Mexico
31-33,Manufacturing,1874.0,New Mexico
42,Wholesale Trade,1839.0,New Mexico
44-45,Retail Trade,6292.0,New Mexico
48-49,Transportation and Warehousing,881.0,New Mexico
51,Information,499.0,New Mexico
52,Finance and Insurance,1411.0,New Mexico
53,Real Estate and Rental and Leasing,1663.0,New Mexico
54,"Professional, Scientific, and Technical Services",4222.0,New Mexico
55,Management of Companies and Enterprises,0.0,New Mexico
56,Administrative and Support and Waste Management and Remediation Services,2035.0,New Mexico
61,Educational Services,493.0,New Mexico
62,Health Care and Social Assistance,5362.0,New Mexico
71,"Arts, Entertainment, and Recreation",583.0,New Mexico
72,Accommodation and Food Services,3369.0,New Mexico
81,Other Services (except Public Administration),5541.0,New Mexico
99,Unclassified,0.0,New Mexico
--,Total,455052.0,New York
11,"Forestry, Fishing, Hunting, and Agriculture Support",478.0,New York
21,Mining,301.0,New York
22,Utilities,149.0,New York
23,Construction,44582.0,New York
31-33,Manufacturing,20740.0,New York
42,Wholesale Trade,31543.0,New York
44-45,Retail Trade,62301.0,New York
48-49,Transportation and Warehousing,9125.0,New York
51,Information,6345.0,New York
52,Finance and Insurance,17157.0,New York
53,Real Estate and Rental and Leasing,22048.0,New York
54,"Professional, Scientific, and Technical Services",47852.0,New York
55,Management of Companies and Enterprises,0.0,New York
56,Administrative and Support and Waste Management and Remediation Services,17709.0,New York
61,Educational Services,5154.0,New York
62,Health Care and Social Assistance,57639.0,New York
71,"Arts, Entertainment, and Recreation",8096.0,New York
72,Accommodation and Food Services,49128.0,New York
81,Other Services (except Public Administration),54339.0,New York
99,Unclassified,0.0,New York
--,Total,207966.0,North Carolina
11,"Forestry, Fishing, Hunting, and Agriculture Support",1218.0,North Carolina
21,Mining,128.0,North Carolina
22,Utilities,168.0,North Carolina
23,Construction,33849.0,North Carolina
31-33,Manufacturing,10080.0,North Carolina
42,Wholesale Trade,9853.0,North Carolina
44-45,Retail Trade,30210.0,North Carolina
48-49,Transportation and Warehousing,4268.0,North Carolina
51,Information,1573.0,North Carolina
52,Finance and Insurance,5882.0,North Carolina
53,Real Estate and Rental and Leasing,5202.0,North Carolina
54,"Professional, Scientific, and Technical Services",18363.0,North Carolina
55,Management of Companies and Enterprises,81.0,North Carolina
56,Administrative and Support and Waste Management and Remediation Services,10451.0,North Carolina
61,Educational Services,2033.0,North Carolina
62,Health Care and Social Assistance,26971.0,North Carolina
71,"Arts, Entertainment, and Recreation",3219.0,North Carolina
72,Accommodation and Food Services,16518.0,North Carolina
81,Other Services (except Public Administration),27846.0,North Carolina
99,Unclassified,0.0,North Carolina
--,Total,20102.0,North Dakota
11,"Forestry, Fishing, Hunting, and Agriculture Support",90.0,North Dakota
21,Mining,135.0,North Dakota
22,Utilities,0.0,North Dakota
23,Construction,2607.0,North Dakota
31-33,Manufacturing,829.0,North Dakota
42,Wholesale Trade,1160.0,North Dakota
44-45,Retail Trade,3904.0,North Dakota
48-49,Transportation and Warehousing,732.0,North Dakota
51,Information,382.0,North Dakota
52,Finance and Insurance,629.0,North Dakota
53,Real Estate and Rental and Leasing,441.0,North Dakota
54,"Professional, Scientific, and Technical Services",1224.0,North Dakota
56,Administrative and Support and Waste Management and Remediation Services,740.0,North Dakota
61,Educational Services,97.0,North Dakota
62,Health Care and Social Assistance,1944.0,North Dakota
71,"Arts, Entertainment, and Recreation",339.0,North Dakota
72,Accommodation and Food Services,1892.0,North Dakota
81,Other Services (except Public Administration),2929.0,North Dakota
--,Total,255940.0,Ohio
11,"Forestry, Fishing, Hunting, and Agriculture Support",261.0,Ohio
21,Mining,689.0,Ohio
22,Utilities,128.0,Ohio
23,Construction,27700.0,Ohio
31-33,Manufacturing,17491.0,Ohio
42,Wholesale Trade,13937.0,Ohio
44-45,Retail Trade,33323.0,Ohio
48-49,Transportation and Warehousing,5744.0,Ohio
51,Information,1916.0,Ohio
52,Finance and Insurance,9678.0,Ohio
53,Real Estate and Rental and Leasing,6662.0,Ohio
54,"Professional, Scientific, and Technical Services",23634.0,Ohio
55,Management of Companies and Enterprises,157.0,Ohio
56,Administrative and Support and Waste Management and Remediation Services,11835.0,Ohio
61,Educational Services,2756.0,Ohio
62,Health Care and Social Assistance,34173.0,Ohio
71,"Arts, Entertainment, and Recreation",4270.0,Ohio
72,Accommodation and Food Services,21828.0,Ohio
81,Other Services (except Public Administration),39689.0,Ohio
99,Unclassified,0.0,Ohio
--,Total,85612.0,Oklahoma
11,"Forestry, Fishing, Hunting, and Agriculture Support",174.0,Oklahoma
21,Mining,2405.0,Oklahoma
22,Utilities,132.0,Oklahoma
23,Construction,10185.0,Oklahoma
31-33,Manufacturing,4326.0,Oklahoma
42,Wholesale Trade,3917.0,Oklahoma
44-45,Retail Trade,12869.0,Oklahoma
48-49,Transportation and Warehousing,2033.0,Oklahoma
51,Information,883.0,Oklahoma
52,Finance and Insurance,3020.0,Oklahoma
53,Real Estate and Rental and Leasing,2124.0,Oklahoma
54,"Professional, Scientific, and Technical Services",8229.0,Oklahoma
55,Management of Companies and Enterprises,0.0,Oklahoma
56,Administrative and Support and Waste Management and Remediation Services,3941.0,Oklahoma
61,Educational Services,680.0,Oklahoma
62,Health Care and Social Assistance,12459.0,Oklahoma
71,"Arts, Entertainment, and Recreation",1110.0,Oklahoma
72,Accommodation and Food Services,5814.0,Oklahoma
81,Other Services (except Public Administration),11203.0,Oklahoma
99,Unclassified,0.0,Oklahoma
--,Total,108185.0,Oregon
11,"Forestry, Fishing, Hunting, and Agriculture Support",1087.0,Oregon
21,Mining,123.0,Oregon
22,Utilities,0.0,Oregon
23,Construction,15847.0,Oregon
31-33,Manufacturing,6528.0,Oregon
42,Wholesale Trade,4489.0,Oregon
44-45,Retail Trade,14533.0,Oregon
48-49,Transportation and Warehousing,2490.0,Oregon
51,Information,1405.0,Oregon
52,Finance and Insurance,3207.0,Oregon
53,Real Estate and Rental and Leasing,3426.0,Oregon
54,"Professional, Scientific, and Technical Services",9440.0,Oregon
55,Management of Companies and Enterprises,0.0,Oregon
56,Administrative and Support and Waste Management and Remediation Services,4898.0,Oregon
61,Educational Services,1255.0,Oregon
62,Health Care and Social Assistance,13536.0,Oregon
71,"Arts, Entertainment, and Recreation",1642.0,Oregon
72,Accommodation and Food Services,12213.0,Oregon
81,Other Services (except Public Administration),11923.0,Oregon
99,Unclassified,0.0,Oregon
--,Total,291720.0,Pennsylvania
11,"Forestry, Fishing, Hunting, and Agriculture Support",383.0,Pennsylvania
21,Mining,819.0,Pennsylvania
22,Utilities,194.0,Pennsylvania
23,Construction,32687.0,Pennsylvania
31-33,Manufacturing,17233.0,Pennsylvania
42,Wholesale Trade,14785.0,Pennsylvania
44-45,Retail Trade,40294.0,Pennsylvania
48-49,Transportation and Warehousing,6069.0,Pennsylvania
51,Information,3007.0,Pennsylvania
52,Finance and Insurance,10761.0,Pennsylvania
53,Real Estate and Rental and Leasing,7310.0,Pennsylvania
54,"Professional, Scientific, and Technical Services",26010.0,Pennsylvania
55,Management of Companies and Enterprises,0.0,Pennsylvania
56,Administrative and Support and Waste Management and Remediation Services,12231.0,Pennsylvania
61,Educational Services,3045.0,Pennsylvania
62,Health Care and Social Assistance,37808.0,Pennsylvania
71,"Arts, Entertainment, and Recreation",4710.0,Pennsylvania
72,Accommodation and Food Services,28430.0,Pennsylvania
81,Other Services (except Public Administration),45802.0,Pennsylvania
99,Unclassified,53.0,Pennsylvania
--,Total,29056.0,Rhode Island
11,"Forestry, Fishing, Hunting, and Agriculture Support",0.0,Rhode Island
21,Mining,56.0,Rhode Island
22,Utilities,0.0,Rhode Island
23,Construction,3253.0,Rhode Island
31-33,Manufacturing,2216.0,Rhode Island
42,Wholesale Trade,1487.0,Rhode Island
44-45,Retail Trade,3847.0,Rhode Island
48-49,Transportation and Warehousing,466.0,Rhode Island
51,Information,268.0,Rhode Island
52,Finance and Insurance,896.0,Rhode Island
53,Real Estate and Rental and Leasing,741.0,Rhode Island
54,"Professional, Scientific, and Technical Services",2944.0,Rhode Island
55,Management of Companies and Enterprises,0.0,Rhode Island
56,Administrative and Support and Waste Management and Remediation Services,1321.0,Rhode Island
61,Educational Services,281.0,Rhode Island
62,Health Care and Social Assistance,3888.0,Rhode Island
71,"Arts, Entertainment, and Recreation",627.0,Rhode Island
72,Accommodation and Food Services,3012.0,Rhode Island
81,Other Services (except Public Administration),3714.0,Rhode Island
99,Unclassified,0.0,Rhode Island
--,Total,101999.0,South Carolina
11,"Forestry, Fishing, Hunting, and Agriculture Support",939.0,South Carolina
21,Mining,94.0,South Carolina
22,Utilities,106.0,South Carolina
23,Construction,15779.0,South Carolina
31-33,Manufacturing,3957.0,South Carolina
42,Wholesale Trade,4369.0,South Carolina
44-45,Retail Trade,15550.0,South Carolina
48-49,Transportation and Warehousing,1910.0,South Carolina
51,Information,560.0,South Carolina
52,Finance and Insurance,3337.0,South Carolina
53,Real Estate and Rental and Leasing,2688.0,South Carolina
54,"Professional, Scientific, and Technical Services",9078.0,South Carolina
55,Management of Companies and Enterprises,40.0,South Carolina
56,Administrative and Support and Waste Management and Remediation Services,5503.0,South Carolina
61,Educational Services,981.0,South Carolina
62,Health Care and Social Assistance,12351.0,South Carolina
71,"Arts, Entertainment, and Recreation",1397.0,South Carolina
72,Accommodation and Food Services,8415.0,South Carolina
81,Other Services (except Public Administration),14917.0,South Carolina
99,Unclassified,0.0,South Carolina
--,Total,25054.0,South Dakota
11,"Forestry, Fishing, Hunting, and Agriculture Support",72.0,South Dakota
21,Mining,69.0,South Dakota
22,Utilities,0.0,South Dakota
23,Construction,3615.0,South Dakota
31-33,Manufacturing,1140.0,South Dakota
42,Wholesale Trade,961.0,South Dakota
44-45,Retail Trade,4599.0,South Dakota
48-49,Transportation and Warehousing,882.0,South Dakota
51,Information,354.0,South Dakota
52,Finance and Insurance,874.0,South Dakota
53,Real Estate and Rental and Leasing,450.0,South Dakota
54,"Professional, Scientific, and Technical Services",1794.0,South Dakota
55,Management of Companies and Enterprises,20.0,South Dakota
56,Administrative and Support and Waste Management and Remediation Services,848.0,South Dakota
61,Educational Services,177.0,South Dakota
62,Health Care and Social Assistance,2527.0,South Dakota
71,"Arts, Entertainment, and Recreation",762.0,South Dakota
72,Accommodation and Food Services,2433.0,South Dakota
81,Other Services (except Public Administration),3391.0,South Dakota
99,Unclassified,0.0,South Dakota
--,Total,127556.0,Tennessee
11,"Forestry, Fishing, Hunting, and Agriculture Support",398.0,Tennessee
21,Mining,194.0,Tennessee
22,Utilities,57.0,Tennessee
23,Construction,14607.0,Tennessee
31-33,Manufacturing,7179.0,Tennessee
42,Wholesale Trade,6540.0,Tennessee
44-45,Retail Trade,19909.0,Tennessee
48-49,Transportation and Warehousing,3335.0,Tennessee
51,Information,1414.0,Tennessee
52,Finance and Insurance,4335.0,Tennessee
53,Real Estate and Rental and Leasing,3717.0,Tennessee
54,"Professional, Scientific, and Technical Services",10447.0,Tennessee
55,Management of Companies and Enterprises,49.0,Tennessee
56,Administrative and Support and Waste Management and Remediation Services,5850.0,Tennessee
61,Educational Services,1159.0,Tennessee
62,Health Care and Social Assistance,18034.0,Tennessee
71,"Arts, Entertainment, and Recreation",2679.0,Tennessee
72,Accommodation and Food Services,9850.0,Tennessee
81,Other Services (except Public Administration),17777.0,Tennessee
99,Unclassified,0.0,Tennessee
--,Total,465043.0,Texas
11,"Forestry, Fishing, Hunting, and Agriculture Support",1283.0,Texas
21,Mining,6080.0,Texas
22,Utilities,1120.0,Texas
23,Construction,48968.0,Texas
31-33,Manufacturing,21924.0,Texas
42,Wholesale Trade,28099.0,Texas
44-45,Retail Trade,59089.0,Texas
48-49,Transportation and Warehousing,12836.0,Texas
51,Information,4750.0,Texas
52,Finance and Insurance,16346.0,Texas
53,Real Estate and Rental and Leasing,16175.0,Texas
54,"Professional, Scientific, and Technical Services",48631.0,Texas
55,Management of Companies and Enterprises,0.0,Texas
56,Administrative and Support and Waste Management and Remediation Services,21473.0,Texas
61,Educational Services,5270.0,Texas
62,Health Care and Social Assistance,70415.0,Texas
71,"Arts, Entertainment, and Recreation",6222.0,Texas
72,Accommodation and Food Services,36703.0,Texas
81,Other Services (except Public Administration),59051.0,Texas
99,Unclassified,217.0,Texas
--,Total,62745.0,Utah
11,"Forestry, Fishing, Hunting, and Agriculture Support",46.0,Utah
21,Mining,356.0,Utah
22,Utilities,65.0,Utah
23,Construction,13403.0,Utah
31-33,Manufacturing,3431.0,Utah
42,Wholesale Trade,3100.0,Utah
44-45,Retail Trade,8068.0,Utah
48-49,Transportation and Warehousing,1413.0,Utah
51,Information,754.0,Utah
52,Finance and Insurance,2195.0,Utah
53,Real Estate and Rental and Leasing,1905.0,Utah
54,"Professional, Scientific, and Technical Services",5781.0,Utah
55,Management of Companies and Enterprises,0.0,Utah
56,Administrative and Support and Waste Management and Remediation Services,3221.0,Utah
61,Educational Services,700.0,Utah
62,Health Care and Social Assistance,8357.0,Utah
71,"Arts, Entertainment, and Recreation",790.0,Utah
72,Accommodation and Food Services,3831.0,Utah
81,Other Services (except Public Administration),5282.0,Utah
99,Unclassified,0.0,Utah
--,Total,21837.0,Vermont
11,"Forestry, Fishing, Hunting, and Agriculture Support",70.0,Vermont
21,Mining,65.0,Vermont
22,Utilities,0.0,Vermont
23,Construction,2695.0,Vermont
31-33,Manufacturing,1093.0,Vermont
42,Wholesale Trade,763.0,Vermont
44-45,Retail Trade,4335.0,Vermont
48-49,Transportation and Warehousing,361.0,Vermont
51,Information,376.0,Vermont
52,Finance and Insurance,476.0,Vermont
53,Real Estate and Rental and Leasing,529.0,Vermont
54,"Professional, Scientific, and Technical Services",2088.0,Vermont
55,Management of Companies and Enterprises,16.0,Vermont
56,Administrative and Support and Waste Management and Remediation Services,935.0,Vermont
61,Educational Services,338.0,Vermont
62,Health Care and Social Assistance,2506.0,Vermont
71,"Arts, Entertainment, and Recreation",410.0,Vermont
72,Accommodation and Food Services,2178.0,Vermont
81,Other Services (except Public Administration),2592.0,Vermont
99,Unclassified,0.0,Vermont
--,Total,180503.0,Virginia
11,"Forestry, Fishing, Hunting, and Agriculture Support",960.0,Virginia
21,Mining,164.0,Virginia
22,Utilities,71.0,Virginia
23,Construction,28566.0,Virginia
31-33,Manufacturing,6371.0,Virginia
42,Wholesale Trade,6037.0,Virginia
44-45,Retail Trade,24130.0,Virginia
48-49,Transportation and Warehousing,3611.0,Virginia
51,Information,1914.0,Virginia
52,Finance and Insurance,5545.0,Virginia
53,Real Estate and Rental and Leasing,4869.0,Virginia
54,"Professional, Scientific, and Technical Services",20506.0,Virginia
55,Management of Companies and Enterprises,0.0,Virginia
56,Administrative and Support and Waste Management and Remediation Services,9195.0,Virginia
61,Educational Services,2231.0,Virginia
62,Health Care and Social Assistance,21858.0,Virginia
71,"Arts, Entertainment, and Recreation",2268.0,Virginia
72,Accommodation and Food Services,14753.0,Virginia
81,Other Services (except Public Administration),27339.0,Virginia
99,Unclassified,38.0,Virginia
--,Total,172252.0,Washington
11,"Forestry, Fishing, Hunting, and Agriculture Support",1083.0,Washington
21,Mining,151.0,Washington
22,Utilities,203.0,Washington
23,Construction,27072.0,Washington
31-33,Manufacturing,8235.0,Washington
42,Wholesale Trade,8193.0,Washington
44-45,Retail Trade,21672.0,Washington
48-49,Transportation and Warehousing,3599.0,Washington
51,Information,1750.0,Washington
52,Finance and Insurance,4502.0,Washington
53,Real Estate and Rental and Leasing,6015.0,Washington
54,"Professional, Scientific, and Technical Services",15191.0,Washington
55,Management of Companies and Enterprises,106.0,Washington
56,Administrative and Support and Waste Management and Remediation Services,8456.0,Washington
61,Educational Services,2235.0,Washington
62,Health Care and Social Assistance,23484.0,Washington
71,"Arts, Entertainment, and Recreation",2458.0,Washington
72,Accommodation and Food Services,18177.0,Washington
81,Other Services (except Public Administration),19644.0,Washington
99,Unclassified,0.0,Washington
--,Total,40819.0,West Virginia
11,"Forestry, Fishing, Hunting, and Agriculture Support",350.0,West Virginia
21,Mining,512.0,West Virginia
22,Utilities,79.0,West Virginia
23,Construction,5227.0,West Virginia
31-33,Manufacturing,1471.0,West Virginia
42,Wholesale Trade,1457.0,West Virginia
44-45,Retail Trade,6419.0,West Virginia
48-49,Transportation and Warehousing,1178.0,West Virginia
51,Information,334.0,West Virginia
52,Finance and Insurance,1161.0,West Virginia
53,Real Estate and Rental and Leasing,1026.0,West Virginia
54,"Professional, Scientific, and Technical Services",3145.0,West Virginia
55,Management of Companies and Enterprises,29.0,West Virginia
56,Administrative and Support and Waste Management and Remediation Services,1455.0,West Virginia
61,Educational Services,351.0,West Virginia
62,Health Care and Social Assistance,6017.0,West Virginia
71,"Arts, Entertainment, and Recreation",1087.0,West Virginia
72,Accommodation and Food Services,3629.0,West Virginia
81,Other Services (except Public Administration),5887.0,West Virginia
99,Unclassified,0.0,West Virginia
--,Total,138740.0,Wisconsin
11,"Forestry, Fishing, Hunting, and Agriculture Support",474.0,Wisconsin
21,Mining,164.0,Wisconsin
22,Utilities,0.0,Wisconsin
23,Construction,17773.0,Wisconsin
31-33,Manufacturing,9434.0,Wisconsin
42,Wholesale Trade,6307.0,Wisconsin
44-45,Retail Trade,20311.0,Wisconsin
48-49,Transportation and Warehousing,4135.0,Wisconsin
51,Information,1176.0,Wisconsin
52,Finance and Insurance,4080.0,Wisconsin
53,Real Estate and Rental and Leasing,3468.0,Wisconsin
54,"Professional, Scientific, and Technical Services",10868.0,Wisconsin
55,Management of Companies and Enterprises,60.0,Wisconsin
56,Administrative and Support and Waste Management and Remediation Services,5704.0,Wisconsin
61,Educational Services,1548.0,Wisconsin
62,Health Care and Social Assistance,15431.0,Wisconsin
71,"Arts, Entertainment, and Recreation",2388.0,Wisconsin
72,Accommodation and Food Services,14838.0,Wisconsin
81,Other Services (except Public Administration),20552.0,Wisconsin
--,Total,20393.0,Wyoming
11,"Forestry, Fishing, Hunting, and Agriculture Support",59.0,Wyoming
21,Mining,831.0,Wyoming
22,Utilities,21.0,Wyoming
23,Construction,3580.0,Wyoming
31-33,Manufacturing,547.0,Wyoming
42,Wholesale Trade,628.0,Wyoming
44-45,Retail Trade,3210.0,Wyoming
48-49,Transportation and Warehousing,768.0,Wyoming
51,Information,0.0,Wyoming
52,Finance and Insurance,445.0,Wyoming
53,Real Estate and Rental and Leasing,567.0,Wyoming
54,"Professional, Scientific, and Technical Services",1739.0,Wyoming
55,Management of Companies and Enterprises,0.0,Wyoming
56,Administrative and Support and Waste Management and Remediation Services,797.0,Wyoming
61,Educational Services,102.0,Wyoming
62,Health Care and Social Assistance,2068.0,Wyoming
71,"Arts, Entertainment, and Recreation",306.0,Wyoming
72,Accommodation and Food Services,2215.0,Wyoming
81,Other Services (except Public Administration),2286.0,Wyoming
99,Unclassified,0.0,Wyoming
