NAICS Code,NAICS Description,Total Employment,State
62,Health Care and Social Assistance,456048,New Jersey
71,"Arts, Entertainment, and Recreation",42423,New Jersey
72,Accommodation and Food Services,268379,New Jersey
81,Other Services (except Public Administration),155067,New Jersey
99,Unclassified,1216,New Jersey
--,Total,571381,New Mexico
11,"Forestry, Fishing, Hunting, and Agriculture Support",434,New Mexico
21,Mining,13511,New Mexico
22,Utilities,5069,New Mexico
23,Construction,45775,New Mexico
31-33,Manufacturing,32973,New Mexico
42,Wholesale Trade,20725,New Mexico
44-45,Retail Trade,91477,New Mexico
48-49,Transportation and Warehousing,16005,New Mexico
51,Information,14833,New Mexico
52,Finance and Insurance,24675,New Mexico
53,Real Estate and Rental and Leasing,9836,New Mexico
54,"Professional, Scientific, and Technical Services",32891,New Mexico
55,Management of Companies and Enterprises,8288,New Mexico
56,Administrative and Support and Waste Management and Remediation Services,35367,New Mexico
61,Educational Services,10485,New Mexico
62,Health Care and Social Assistance,93857,New Mexico
71,"Arts, Entertainment, and Recreation",14590,New Mexico
72,Accommodation and Food Services,73796,New Mexico
81,Other Services (except Public Administration),26554,New Mexico
99,Unclassified,240,New Mexico
--,Total,7416680,New York
11,"Forestry, Fishing, Hunting, and Agriculture Support",5276,New York
21,Mining,3695,New York
22,Utilities,42547,New York
23,Construction,307202,New York
31-33,Manufacturing,612983,New York
42,Wholesale Trade,406537,New York
44-45,Retail Trade,862872,New York
48-49,Transportation and Warehousing,229360,New York
51,Information,314728,New York
52,Finance and Insurance,593386,New York
53,Real Estate and Rental and Leasing,166032,New York
54,"Professional, Scientific, and Technical Services",552947,New York
55,Management of Companies and Enterprises,201706,New York
56,Administrative and Support and Waste Management and Remediation Services,455251,New York
61,Educational Services,321250,New York
62,Health Care and Social Assistance,1312683,New York
71,"Arts, Entertainment, and Recreation",137953,New York
72,Accommodation and Food Services,534990,New York
81,Other Services (except Public Administration),352300,New York
99,Unclassified,2982,New York
--,Total,3338231,North Carolina
11,"Forestry, Fishing, Hunting, and Agriculture Support",5532,North Carolina
21,Mining,3512,North Carolina
22,Utilities,21439,North Carolina
23,Construction,209292,North Carolina
31-33,Manufacturing,591566,North Carolina
42,Wholesale Trade,166197,North Carolina
44-45,Retail Trade,441768,North Carolina
48-49,Transportation and Warehousing,112727,North Carolina
51,Information,77739,North Carolina
52,Finance and Insurance,193579,North Carolina
53,Real Estate and Rental and Leasing,48185,North Carolina
54,"Professional, Scientific, and Technical Services",168141,North Carolina
55,Management of Companies and Enterprises,72722,North Carolina
56,Administrative and Support and Waste Management and Remediation Services,222857,North Carolina
61,Educational Services,72458,North Carolina
62,Health Care and Social Assistance,438502,North Carolina
71,"Arts, Entertainment, and Recreation",46269,North Carolina
72,Accommodation and Food Services,297641,North Carolina
81,Other Services (except Public Administration),147094,North Carolina
99,Unclassified,1011,North Carolina
--,Total,258940,North Dakota
11,"Forestry, Fishing, Hunting, and Agriculture Support",[f],North Dakota
21,Mining,4175,North Dakota
22,Utilities,3194,North Dakota
23,Construction,13812,North Dakota
31-33,Manufacturing,22575,North Dakota
42,Wholesale Trade,15952,North Dakota
44-45,Retail Trade,41870,North Dakota
48-49,Transportation and Warehousing,8702,North Dakota
51,Information,7441,North Dakota
52,Finance and Insurance,13406,North Dakota
53,Real Estate and Rental and Leasing,3623,North Dakota
54,"Professional, Scientific, and Technical Services",10902,North Dakota
55,Management of Companies and Enterprises,3041,North Dakota
56,Administrative and Support and Waste Management and Remediation Services,10883,North Dakota
61,Educational Services,4377,North Dakota
62,Health Care and Social Assistance,51155,North Dakota
71,"Arts, Entertainment, and Recreation",3219,North Dakota
72,Accommodation and Food Services,26704,North Dakota
81,Other Services (except Public Administration),13282,North Dakota
99,Unclassified,[b],North Dakota
--,Total,4770283,Ohio
11,"Forestry, Fishing, Hunting, and Agriculture Support",1848,Ohio
21,Mining,9442,Ohio
22,Utilities,30148,Ohio
23,Construction,221152,Ohio
31-33,Manufacturing,838725,Ohio
42,Wholesale Trade,237375,Ohio
44-45,Retail Trade,614794,Ohio
48-49,Transportation and Warehousing,162304,Ohio
51,Information,111317,Ohio
52,Finance and Insurance,255187,Ohio
53,Real Estate and Rental and Leasing,66132,Ohio
54,"Professional, Scientific, and Technical Services",238004,Ohio
55,Management of Companies and Enterprises,152983,Ohio
56,Administrative and Support and Waste Management and Remediation Services,310535,Ohio
61,Educational Services,100002,Ohio
62,Health Care and Social Assistance,705785,Ohio
71,"Arts, Entertainment, and Recreation",60610,Ohio
72,Accommodation and Food Services,421953,Ohio
81,Other Services (except Public Administration),230991,Ohio
99,Unclassified,996,Ohio
--,Total,1184589,Oklahoma
11,"Forestry, Fishing, Hunting, and Agriculture Support",1297,Oklahoma
21,Mining,26823,Oklahoma
22,Utilities,9713,Oklahoma
23,Construction,58135,Oklahoma
31-33,Manufacturing,142725,Oklahoma
42,Wholesale Trade,55179,Oklahoma
44-45,Retail Trade,168052,Oklahoma
48-49,Transportation and Warehousing,42689,Oklahoma
51,Information,34875,Oklahoma
52,Finance and Insurance,57090,Oklahoma
53,Real Estate and Rental and Leasing,20481,Oklahoma
54,"Professional, Scientific, and Technical Services",62570,Oklahoma
55,Management of Companies and Enterprises,24137,Oklahoma
56,Administrative and Support and Waste Management and Remediation Services,89920,Oklahoma
61,Educational Services,18513,Oklahoma
62,Health Care and Social Assistance,179718,Oklahoma
71,"Arts, Entertainment, and Recreation",14152,Oklahoma
72,Accommodation and Food Services,115994,Oklahoma
81,Other Services (except Public Administration),62246,Oklahoma
99,Unclassified,280,Oklahoma
--,Total,1338825,Oregon
11,"Forestry, Fishing, Hunting, and Agriculture Support",13266,Oregon
21,Mining,1595,Oregon
22,Utilities,7800,Oregon
23,Construction,76029,Oregon
31-33,Manufacturing,180084,Oregon
42,Wholesale Trade,75628,Oregon
44-45,Retail Trade,190237,Oregon
48-49,Transportation and Warehousing,52699,Oregon
51,Information,35949,Oregon
52,Finance and Insurance,65932,Oregon
53,Real Estate and Rental and Leasing,28170,Oregon
54,"Professional, Scientific, and Technical Services",71267,Oregon
55,Management of Companies and Enterprises,38966,Oregon
56,Administrative and Support and Waste Management and Remediation Services,78912,Oregon
61,Educational Services,36485,Oregon
62,Health Care and Social Assistance,171254,Oregon
71,"Arts, Entertainment, and Recreation",22969,Oregon
72,Accommodation and Food Services,131248,Oregon
81,Other Services (except Public Administration),59944,Oregon
99,Unclassified,391,Oregon
--,Total,5029324,Pennsylvania
11,"Forestry, Fishing, Hunting, and Agriculture Support",3127,Pennsylvania
21,Mining,18007,Pennsylvania
22,Utilities,34708,Pennsylvania
23,Construction,233583,Pennsylvania
31-33,Manufacturing,682547,Pennsylvania
42,Wholesale Trade,242422,Pennsylvania
44-45,Retail Trade,659804,Pennsylvania
48-49,Transportation and Warehousing,184118,Pennsylvania
51,Information,140551,Pennsylvania
52,Finance and Insurance,311556,Pennsylvania
53,Real Estate and Rental and Leasing,66835,Pennsylvania
54,"Professional, Scientific, and Technical Services",305644,Pennsylvania
55,Management of Companies and Enterprises,135457,Pennsylvania
56,Administrative and Support and Waste Management and Remediation Services,287896,Pennsylvania
61,Educational Services,204266,Pennsylvania
62,Health Care and Social Assistance,800789,Pennsylvania
71,"Arts, Entertainment, and Recreation",76292,Pennsylvania
72,Accommodation and Food Services,396187,Pennsylvania
81,Other Services (except Public Administration),244509,Pennsylvania
99,Unclassified,1026,Pennsylvania
--,Total,427455,Rhode Island
11,"Forestry, Fishing, Hunting, and Agriculture Support",[c],Rhode Island
21,Mining,[c],Rhode Island
22,Utilities,1323,Rhode Island
23,Construction,19998,Rhode Island
31-33,Manufacturing,60020,Rhode Island
42,Wholesale Trade,18350,Rhode Island
44-45,Retail Trade,53222,Rhode Island
48-49,Transportation and Warehousing,11709,Rhode Island
51,Information,8699,Rhode Island
52,Finance and Insurance,33166,Rhode Island
53,Real Estate and Rental and Leasing,6392,Rhode Island
54,"Professional, Scientific, and Technical Services",22148,Rhode Island
55,Management of Companies and Enterprises,8878,Rhode Island
56,Administrative and Support and Waste Management and Remediation Services,20285,Rhode Island
61,Educational Services,20449,Rhode Island
62,Health Care and Social Assistance,76739,Rhode Island
71,"Arts, Entertainment, and Recreation",6539,Rhode Island
72,Accommodation and Food Services,40216,Rhode Island
81,Other Services (except Public Administration),18956,Rhode Island
99,Unclassified,105,Rhode Island
--,Total,1550604,South Carolina
11,"Forestry, Fishing, Hunting, and Agriculture Support",5376,South Carolina
21,Mining,1436,South Carolina
22,Utilities,11088,South Carolina
23,Construction,108422,South Carolina
31-33,Manufacturing,283244,South Carolina
42,Wholesale Trade,62877,South Carolina
44-45,Retail Trade,215143,South Carolina
48-49,Transportation and Warehousing,47771,South Carolina
51,Information,30184,South Carolina
52,Finance and Insurance,70662,South Carolina
53,Real Estate and Rental and Leasing,24515,South Carolina
54,"Professional, Scientific, and Technical Services",68072,South Carolina
55,Management of Companies and Enterprises,27321,South Carolina
56,Administrative and Support and Waste Management and Remediation Services,123268,South Carolina
61,Educational Services,24377,South Carolina
62,Health Care and Social Assistance,188025,South Carolina
71,"Arts, Entertainment, and Recreation",21551,South Carolina
72,Accommodation and Food Services,161829,South Carolina
81,Other Services (except Public Administration),74887,South Carolina
99,Unclassified,556,South Carolina
--,Total,299779,South Dakota
11,"Forestry, Fishing, Hunting, and Agriculture Support",[e],South Dakota
21,Mining,1003,South Dakota
22,Utilities,2026,South Dakota
23,Construction,16476,South Dakota
31-33,Manufacturing,36512,South Dakota
42,Wholesale Trade,14650,South Dakota
44-45,Retail Trade,48364,South Dakota
48-49,Transportation and Warehousing,8122,South Dakota
51,Information,7793,South Dakota
52,Finance and Insurance,24452,South Dakota
53,Real Estate and Rental and Leasing,3885,South Dakota
54,"Professional, Scientific, and Technical Services",10129,South Dakota
55,Management of Companies and Enterprises,3065,South Dakota
56,Administrative and Support and Waste Management and Remediation Services,9503,South Dakota
61,Educational Services,7701,South Dakota
62,Health Care and Social Assistance,53399,South Dakota
71,"Arts, Entertainment, and Recreation",5684,South Dakota
72,Accommodation and Food Services,31921,South Dakota
81,Other Services (except Public Administration),14435,South Dakota
99,Unclassified,[e],South Dakota
--,Total,2299275,Tennessee
11,"Forestry, Fishing, Hunting, and Agriculture Support",1426,Tennessee
21,Mining,2986,Tennessee
22,Utilities,3413,Tennessee
23,Construction,110070,Tennessee
31-33,Manufacturing,393832,Tennessee
42,Wholesale Trade,118391,Tennessee
44-45,Retail Trade,304207,Tennessee
48-49,Transportation and Warehousing,117332,Tennessee
51,Information,56752,Tennessee
52,Finance and Insurance,108971,Tennessee
53,Real Estate and Rental and Leasing,34117,Tennessee
54,"Professional, Scientific, and Technical Services",100557,Tennessee
55,Management of Companies and Enterprises,62912,Tennessee
56,Administrative and Support and Waste Management and Remediation Services,165943,Tennessee
61,Educational Services,52339,Tennessee
62,Health Care and Social Assistance,317456,Tennessee
71,"Arts, Entertainment, and Recreation",27825,Tennessee
72,Accommodation and Food Services,209672,Tennessee
81,Other Services (except Public Administration),110591,Tennessee
99,Unclassified,483,Tennessee
--,Total,8051148,Texas
11,"Forestry, Fishing, Hunting, and Agriculture Support",9335,Texas
21,Mining,115092,Texas
22,Utilities,50693,Texas
23,Construction,493158,Texas
31-33,Manufacturing,861690,Texas
42,Wholesale Trade,430799,Texas
44-45,Retail Trade,1036012,Texas
48-49,Transportation and Warehousing,331027,Texas
51,Information,279330,Texas
52,Finance and Insurance,438479,Texas
53,Real Estate and Rental and Leasing,159907,Texas
54,"Professional, Scientific, and Technical Services",499741,Texas
55,Management of Companies and Enterprises,247474,Texas
56,Administrative and Support and Waste Management and Remediation Services,703244,Texas
61,Educational Services,127394,Texas
62,Health Care and Social Assistance,1020501,Texas
71,"Arts, Entertainment, and Recreation",98966,Texas
72,Accommodation and Food Services,743413,Texas
81,Other Services (except Public Administration),402014,Texas
99,Unclassified,2879,Texas
--,Total,900605,Utah
11,"Forestry, Fishing, Hunting, and Agriculture Support",225,Utah
21,Mining,6846,Utah
22,Utilities,4708,Utah
23,Construction,59616,Utah
31-33,Manufacturing,108774,Utah
42,Wholesale Trade,43687,Utah
44-45,Retail Trade,123110,Utah
48-49,Transportation and Warehousing,41155,Utah
51,Information,28249,Utah
52,Finance and Insurance,48321,Utah
53,Real Estate and Rental and Leasing,14925,Utah
54,"Professional, Scientific, and Technical Services",54211,Utah
55,Management of Companies and Enterprises,17508,Utah
56,Administrative and Support and Waste Management and Remediation Services,83251,Utah
61,Educational Services,27228,Utah
62,Health Care and Social Assistance,98869,Utah
71,"Arts, Entertainment, and Recreation",15203,Utah
72,Accommodation and Food Services,79711,Utah
81,Other Services (except Public Administration),44810,Utah
99,Unclassified,198,Utah
--,Total,256441,Vermont
11,"Forestry, Fishing, Hunting, and Agriculture Support",[f],Vermont
21,Mining,[f],Vermont
22,Utilities,2384,Vermont
23,Construction,13655,Vermont
31-33,Manufacturing,39310,Vermont
42,Wholesale Trade,10373,Vermont
44-45,Retail Trade,40176,Vermont
48-49,Transportation and Warehousing,6009,Vermont
51,Information,6897,Vermont
52,Finance and Insurance,10262,Vermont
53,Real Estate and Rental and Leasing,3126,Vermont
54,"Professional, Scientific, and Technical Services",13368,Vermont
55,Management of Companies and Enterprises,4088,Vermont
56,Administrative and Support and Waste Management and Remediation Services,6599,Vermont
61,Educational Services,13237,Vermont
62,Health Care and Social Assistance,38480,Vermont
71,"Arts, Entertainment, and Recreation",8646,Vermont
72,Accommodation and Food Services,29201,Vermont
81,Other Services (except Public Administration),9480,Vermont
99,Unclassified,[b],Vermont
--,Total,2932822,Virginia
11,"Forestry, Fishing, Hunting, and Agriculture Support",3976,Virginia
21,Mining,9954,Virginia
22,Utilities,15221,Virginia
23,Construction,200448,Virginia
31-33,Manufacturing,308571,Virginia
42,Wholesale Trade,106492,Virginia
44-45,Retail Trade,405359,Virginia
48-49,Transportation and Warehousing,97354,Virginia
51,Information,125700,Virginia
52,Finance and Insurance,170359,Virginia
53,Real Estate and Rental and Leasing,57528,Virginia
54,"Professional, Scientific, and Technical Services",307089,Virginia
55,Management of Companies and Enterprises,52158,Virginia
56,Administrative and Support and Waste Management and Remediation Services,209866,Virginia
61,Educational Services,57663,Virginia
62,Health Care and Social Assistance,337040,Virginia
71,"Arts, Entertainment, and Recreation",44547,Virginia
72,Accommodation and Food Services,264089,Virginia
81,Other Services (except Public Administration),158504,Virginia
99,Unclassified,904,Virginia
--,Total,2293222,Washington
11,"Forestry, Fishing, Hunting, and Agriculture Support",14188,Washington
21,Mining,2647,Washington
22,Utilities,5447,Washington
23,Construction,149680,Washington
31-33,Manufacturing,247824,Washington
42,Wholesale Trade,121464,Washington
44-45,Retail Trade,309614,Washington
48-49,Transportation and Warehousing,75839,Washington
51,Information,101234,Washington
52,Finance and Insurance,111897,Washington
53,Real Estate and Rental and Leasing,49120,Washington
54,"Professional, Scientific, and Technical Services",142413,Washington
55,Management of Companies and Enterprises,133706,Washington
56,Administrative and Support and Waste Management and Remediation Services,118772,Washington
61,Educational Services,44720,Washington
62,Health Care and Social Assistance,307141,Washington
71,"Arts, Entertainment, and Recreation",51152,Washington
72,Accommodation and Food Services,200864,Washington
81,Other Services (except Public Administration),104562,Washington
99,Unclassified,938,Washington
--,Total,561434,West Virginia
11,"Forestry, Fishing, Hunting, and Agriculture Support",1348,West Virginia
21,Mining,20283,West Virginia
22,Utilities,7358,West Virginia
23,Construction,27390,West Virginia
31-33,Manufacturing,69610,West Virginia
42,Wholesale Trade,20506,West Virginia
44-45,Retail Trade,89236,West Virginia
48-49,Transportation and Warehousing,15846,West Virginia
51,Information,13566,West Virginia
52,Finance and Insurance,22435,West Virginia
53,Real Estate and Rental and Leasing,6784,West Virginia
54,"Professional, Scientific, and Technical Services",22755,West Virginia
55,Management of Companies and Enterprises,4608,West Virginia
56,Administrative and Support and Waste Management and Remediation Services,28714,West Virginia
61,Educational Services,8128,West Virginia
62,Health Care and Social Assistance,110882,West Virginia
71,"Arts, Entertainment, and Recreation",9527,West Virginia
72,Accommodation and Food Services,55821,West Virginia
81,Other Services (except Public Administration),26507,West Virginia
99,Unclassified,130,West Virginia
--,Total,2383503,Wisconsin
11,"Forestry, Fishing, Hunting, and Agriculture Support",3563,Wisconsin
21,Mining,2656,Wisconsin
22,Utilities,17055,Wisconsin
23,Construction,117557,Wisconsin
31-33,Manufacturing,489984,Wisconsin
42,Wholesale Trade,116317,Wisconsin
44-45,Retail Trade,312483,Wisconsin
48-49,Transportation and Warehousing,90072,Wisconsin
51,Information,59062,Wisconsin
52,Finance and Insurance,138844,Wisconsin
53,Real Estate and Rental and Leasing,26925,Wisconsin
54,"Professional, Scientific, and Technical Services",93675,Wisconsin
55,Management of Companies and Enterprises,55053,Wisconsin
56,Administrative and Support and Waste Management and Remediation Services,115292,Wisconsin
61,Educational Services,46256,Wisconsin
62,Health Care and Social Assistance,341134,Wisconsin
71,"Arts, Entertainment, and Recreation",36192,Wisconsin
72,Accommodation and Food Services,206430,Wisconsin
81,Other Services (except Public Administration),114438,Wisconsin
99,Unclassified,515,Wisconsin
--,Total,180959,Wyoming
11,"Forestry, Fishing, Hunting, and Agriculture Support",[e],Wyoming
21,Mining,16824,Wyoming
22,Utilities,2313,Wyoming
23,Construction,14445,Wyoming
31-33,Manufacturing,10368,Wyoming
42,Wholesale Trade,6398,Wyoming
44-45,Retail Trade,29420,Wyoming
48-49,Transportation and Warehousing,6835,Wyoming
51,Information,3985,Wyoming
52,Finance and Insurance,7183,Wyoming
53,Real Estate and Rental and Leasing,3035,Wyoming
54,"Professional, Scientific, and Technical Services",7223,Wyoming
55,Management of Companies and Enterprises,892,Wyoming
56,Administrative and Support and Waste Management and Remediation Services,6289,Wyoming
61,Educational Services,1464,Wyoming
62,Health Care and Social Assistance,27127,Wyoming
71,"Arts, Entertainment, and Recreation",3532,Wyoming
72,Accommodation and Food Services,24686,Wyoming
81,Other Services (except Public Administration),8467,Wyoming
99,Unclassified,[c],Wyoming
