NAICS Code,NAICS Description,Total Employment,State
11,"Agriculture, forestry, fishing, & hunting",985,New Jersey
21,Mining,2406,New Jersey
22,Utilities,21089,New Jersey
23,Construction,170018,New Jersey
31-33,Manufacturing,346707,New Jersey
42,Wholesale trade,264787,New Jersey
44-45,Retail Trade,446756,New Jersey
48-49,Transportation & Warehousing,157232,New Jersey
51,Information,125710,New Jersey
52,Finance & insurance,242009,New Jersey
53,Real estate & rental & leasing,61088,New Jersey
54,"Professional, scientific, & technical services",260901,New Jersey
55,Management of companies & enterprises,154697,New Jersey
56,Administrative & support & waste management & remediation serv,299418,New Jersey
61,Educational services,84346,New Jersey
62,Health care & social assistance,453030,New Jersey
71,"Arts, entertainment, & recreation",40761,New Jersey
72,Accommodation & foodservices,264215,New Jersey
81,Other services (except public administration),157113,New Jersey
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",42918,New Jersey
99,Unclassified,733,New Jersey
--,Total,554156,New Mexico
11,"Agriculture, forestry, fishing, & hunting",464,New Mexico
21,Mining,13793,New Mexico
22,Utilities,5041,New Mexico
23,Construction,43448,New Mexico
31-33,Manufacturing,34169,New Mexico
42,Wholesale trade,21028,New Mexico
44-45,Retail Trade,90906,New Mexico
48-49,Transportation & Warehousing,13048,New Mexico
51,Information,15061,New Mexico
52,Finance & insurance,24410,New Mexico
53,Real estate & rental & leasing,10650,New Mexico
54,"Professional, scientific, & technical services",31662,New Mexico
55,Management of companies & enterprises,8777,New Mexico
56,Administrative & support & waste management & remediation serv,35891,New Mexico
61,Educational services,9922,New Mexico
62,Health care & social assistance,83019,New Mexico
71,"Arts, entertainment, & recreation",14200,New Mexico
72,Accommodation & foodservices,69220,New Mexico
81,Other services (except public administration),27464,New Mexico
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",1745,New Mexico
99,Unclassified,238,New Mexico
--,Total,7234915,New York
11,"Agriculture, forestry, fishing, & hunting",5317,New York
21,Mining,3845,New York
22,Utilities,43321,New York
23,Construction,307421,New York
31-33,Manufacturing,624523,New York
42,Wholesale trade,392641,New York
44-45,Retail Trade,848464,New York
48-49,Transportation & Warehousing,211681,New York
51,Information,303816,New York
52,Finance & insurance,622808,New York
53,Real estate & rental & leasing,160795,New York
54,"Professional, scientific, & technical services",531735,New York
55,Management of companies & enterprises,177169,New York
56,Administrative & support & waste management & remediation serv,452508,New York
61,Educational services,310310,New York
62,Health care & social assistance,1194965,New York
71,"Arts, entertainment, & recreation",130399,New York
72,Accommodation & foodservices,513746,New York
81,Other services (except public administration),351181,New York
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",46275,New York
99,Unclassified,1995,New York
--,Total,3322004,North Carolina
11,"Agriculture, forestry, fishing, & hunting",5870,North Carolina
21,Mining,3342,North Carolina
22,Utilities,18463,North Carolina
23,Construction,210905,North Carolina
31-33,Manufacturing,613450,North Carolina
42,Wholesale trade,164403,North Carolina
44-45,Retail Trade,439685,North Carolina
48-49,Transportation & Warehousing,93644,North Carolina
51,Information,74363,North Carolina
52,Finance & insurance,196699,North Carolina
53,Real estate & rental & leasing,49252,North Carolina
54,"Professional, scientific, & technical services",154959,North Carolina
55,Management of companies & enterprises,82887,North Carolina
56,Administrative & support & waste management & remediation serv,209802,North Carolina
61,Educational services,71105,North Carolina
62,Health care & social assistance,424909,North Carolina
71,"Arts, entertainment, & recreation",43165,North Carolina
72,Accommodation & foodservices,284263,North Carolina
81,Other services (except public administration),147323,North Carolina
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",31786,North Carolina
99,Unclassified,1729,North Carolina
--,Total,253980,North Dakota
11,"Agriculture, forestry, fishing, & hunting",[e],North Dakota
21,Mining,3791,North Dakota
22,Utilities,3302,North Dakota
23,Construction,13338,North Dakota
31-33,Manufacturing,21999,North Dakota
42,Wholesale trade,16178,North Dakota
44-45,Retail Trade,41148,North Dakota
48-49,Transportation & Warehousing,8033,North Dakota
51,Information,6808,North Dakota
52,Finance & insurance,13711,North Dakota
53,Real estate & rental & leasing,3585,North Dakota
54,"Professional, scientific, & technical services",9492,North Dakota
55,Management of companies & enterprises,3076,North Dakota
56,Administrative & support & waste management & remediation serv,11106,North Dakota
61,Educational services,4953,North Dakota
62,Health care & social assistance,48947,North Dakota
71,"Arts, entertainment, & recreation",4435,North Dakota
72,Accommodation & foodservices,25546,North Dakota
81,Other services (except public administration),13734,North Dakota
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[e],North Dakota
99,Unclassified,[b],North Dakota
--,Total,4743151,Ohio
11,"Agriculture, forestry, fishing, & hunting",1864,Ohio
21,Mining,11430,Ohio
22,Utilities,27213,Ohio
23,Construction,219686,Ohio
31-33,Manufacturing,829456,Ohio
42,Wholesale trade,244950,Ohio
44-45,Retail Trade,623168,Ohio
48-49,Transportation & Warehousing,136877,Ohio
51,Information,106754,Ohio
52,Finance & insurance,257624,Ohio
53,Real estate & rental & leasing,66498,Ohio
54,"Professional, scientific, & technical services",225274,Ohio
55,Management of companies & enterprises,150401,Ohio
56,Administrative & support & waste management & remediation serv,296388,Ohio
61,Educational services,98623,Ohio
62,Health care & social assistance,678567,Ohio
71,"Arts, entertainment, & recreation",58845,Ohio
72,Accommodation & foodservices,418058,Ohio
81,Other services (except public administration),238422,Ohio
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",52480,Ohio
99,Unclassified,573,Ohio
--,Total,1200477,Oklahoma
11,"Agriculture, forestry, fishing, & hunting",[g],Oklahoma
21,Mining,26213,Oklahoma
22,Utilities,9225,Oklahoma
23,Construction,61606,Oklahoma
31-33,Manufacturing,147617,Oklahoma
42,Wholesale trade,56296,Oklahoma
44-45,Retail Trade,168317,Oklahoma
48-49,Transportation & Warehousing,34309,Oklahoma
51,Information,35374,Oklahoma
52,Finance & insurance,57038,Oklahoma
53,Real estate & rental & leasing,19374,Oklahoma
54,"Professional, scientific, & technical services",55437,Oklahoma
55,Management of companies & enterprises,25800,Oklahoma
56,Administrative & support & waste management & remediation serv,87769,Oklahoma
61,Educational services,18088,Oklahoma
62,Health care & social assistance,180938,Oklahoma
71,"Arts, entertainment, & recreation",14197,Oklahoma
72,Accommodation & foodservices,113087,Oklahoma
81,Other services (except public administration),65899,Oklahoma
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",22054,Oklahoma
99,Unclassified,[e],Oklahoma
--,Total,1329235,Oregon
11,"Agriculture, forestry, fishing, & hunting",12512,Oregon
21,Mining,1592,Oregon
22,Utilities,6636,Oregon
23,Construction,72614,Oregon
31-33,Manufacturing,178440,Oregon
42,Wholesale trade,76299,Oregon
44-45,Retail Trade,187532,Oregon
48-49,Transportation & Warehousing,45416,Oregon
51,Information,39350,Oregon
52,Finance & insurance,65584,Oregon
53,Real estate & rental & leasing,28726,Oregon
54,"Professional, scientific, & technical services",69727,Oregon
55,Management of companies & enterprises,41443,Oregon
56,Administrative & support & waste management & remediation serv,70237,Oregon
61,Educational services,37493,Oregon
62,Health care & social assistance,167647,Oregon
71,"Arts, entertainment, & recreation",23226,Oregon
72,Accommodation & foodservices,128477,Oregon
81,Other services (except public administration),58235,Oregon
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",17662,Oregon
99,Unclassified,387,Oregon
--,Total,5046442,Pennsylvania
11,"Agriculture, forestry, fishing, & hunting",3413,Pennsylvania
21,Mining,16037,Pennsylvania
22,Utilities,34985,Pennsylvania
23,Construction,243151,Pennsylvania
31-33,Manufacturing,710581,Pennsylvania
42,Wholesale trade,239897,Pennsylvania
44-45,Retail Trade,669379,Pennsylvania
48-49,Transportation & Warehousing,164682,Pennsylvania
51,Information,146715,Pennsylvania
52,Finance & insurance,312018,Pennsylvania
53,Real estate & rental & leasing,66423,Pennsylvania
54,"Professional, scientific, & technical services",284647,Pennsylvania
55,Management of companies & enterprises,139367,Pennsylvania
56,Administrative & support & waste management & remediation serv,273566,Pennsylvania
61,Educational services,201321,Pennsylvania
62,Health care & social assistance,772930,Pennsylvania
71,"Arts, entertainment, & recreation",72478,Pennsylvania
72,Accommodation & foodservices,380450,Pennsylvania
81,Other services (except public administration),253639,Pennsylvania
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",60043,Pennsylvania
99,Unclassified,720,Pennsylvania
--,Total,415970,Rhode Island
11,"Agriculture, forestry, fishing, & hunting",[c],Rhode Island
21,Mining,[c],Rhode Island
22,Utilities,1638,Rhode Island
23,Construction,20799,Rhode Island
31-33,Manufacturing,59954,Rhode Island
42,Wholesale trade,18396,Rhode Island
44-45,Retail Trade,56328,Rhode Island
48-49,Transportation & Warehousing,7300,Rhode Island
51,Information,10230,Rhode Island
52,Finance & insurance,25228,Rhode Island
53,Real estate & rental & leasing,6410,Rhode Island
54,"Professional, scientific, & technical services",19760,Rhode Island
55,Management of companies & enterprises,7340,Rhode Island
56,Administrative & support & waste management & remediation serv,25150,Rhode Island
61,Educational services,19932,Rhode Island
62,Health care & social assistance,72585,Rhode Island
71,"Arts, entertainment, & recreation",6257,Rhode Island
72,Accommodation & foodservices,38538,Rhode Island
81,Other services (except public administration),19212,Rhode Island
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[f],Rhode Island
99,Unclassified,[b],Rhode Island
--,Total,1538750,South Carolina
11,"Agriculture, forestry, fishing, & hunting",5199,South Carolina
21,Mining,1381,South Carolina
22,Utilities,10824,South Carolina
23,Construction,107921,South Carolina
31-33,Manufacturing,289953,South Carolina
42,Wholesale trade,63713,South Carolina
44-45,Retail Trade,213238,South Carolina
48-49,Transportation & Warehousing,39175,South Carolina
51,Information,29036,South Carolina
52,Finance & insurance,67581,South Carolina
53,Real estate & rental & leasing,24315,South Carolina
54,"Professional, scientific, & technical services",63665,South Carolina
55,Management of companies & enterprises,27612,South Carolina
56,Administrative & support & waste management & remediation serv,126125,South Carolina
61,Educational services,23645,South Carolina
62,Health care & social assistance,181233,South Carolina
71,"Arts, entertainment, & recreation",21258,South Carolina
72,Accommodation & foodservices,156452,South Carolina
81,Other services (except public administration),74431,South Carolina
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",11602,South Carolina
99,Unclassified,391,South Carolina
--,Total,303646,South Dakota
11,"Agriculture, forestry, fishing, & hunting",537,South Dakota
21,Mining,950,South Dakota
22,Utilities,2219,South Dakota
23,Construction,15862,South Dakota
31-33,Manufacturing,36853,South Dakota
42,Wholesale trade,14959,South Dakota
44-45,Retail Trade,50830,South Dakota
48-49,Transportation & Warehousing,7061,South Dakota
51,Information,7925,South Dakota
52,Finance & insurance,24199,South Dakota
53,Real estate & rental & leasing,4237,South Dakota
54,"Professional, scientific, & technical services",8996,South Dakota
55,Management of companies & enterprises,3403,South Dakota
56,Administrative & support & waste management & remediation serv,9952,South Dakota
61,Educational services,7628,South Dakota
62,Health care & social assistance,54121,South Dakota
71,"Arts, entertainment, & recreation",5913,South Dakota
72,Accommodation & foodservices,31373,South Dakota
81,Other services (except public administration),14620,South Dakota
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",1940,South Dakota
99,Unclassified,68,South Dakota
--,Total,2291504,Tennessee
11,"Agriculture, forestry, fishing, & hunting",1464,Tennessee
21,Mining,3609,Tennessee
22,Utilities,3932,Tennessee
23,Construction,113314,Tennessee
31-33,Manufacturing,408387,Tennessee
42,Wholesale trade,122645,Tennessee
44-45,Retail Trade,306718,Tennessee
48-49,Transportation & Warehousing,100591,Tennessee
51,Information,56597,Tennessee
52,Finance & insurance,106761,Tennessee
53,Real estate & rental & leasing,33651,Tennessee
54,"Professional, scientific, & technical services",99722,Tennessee
55,Management of companies & enterprises,63916,Tennessee
56,Administrative & support & waste management & remediation serv,163975,Tennessee
61,Educational services,44363,Tennessee
62,Health care & social assistance,293843,Tennessee
71,"Arts, entertainment, & recreation",23439,Tennessee
72,Accommodation & foodservices,204191,Tennessee
81,Other services (except public administration),114588,Tennessee
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",24839,Tennessee
99,Unclassified,959,Tennessee
--,Total,7993559,Texas
11,"Agriculture, forestry, fishing, & hunting",9730,Texas
21,Mining,115446,Texas
22,Utilities,50173,Texas
23,Construction,507798,Texas
31-33,Manufacturing,850616,Texas
42,Wholesale trade,432811,Texas
44-45,Retail Trade,1049021,Texas
48-49,Transportation & Warehousing,293152,Texas
51,Information,249505,Texas
52,Finance & insurance,407524,Texas
53,Real estate & rental & leasing,156843,Texas
54,"Professional, scientific, & technical services",485623,Texas
55,Management of companies & enterprises,261833,Texas
56,Administrative & support & waste management & remediation serv,716557,Texas
61,Educational services,121094,Texas
62,Health care & social assistance,983838,Texas
71,"Arts, entertainment, & recreation",90490,Texas
72,Accommodation & foodservices,721493,Texas
81,Other services (except public administration),399400,Texas
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",88019,Texas
99,Unclassified,2593,Texas
--,Total,900428,Utah
11,"Agriculture, forestry, fishing, & hunting",230,Utah
21,Mining,7012,Utah
22,Utilities,4717,Utah
23,Construction,58941,Utah
31-33,Manufacturing,109823,Utah
42,Wholesale trade,42968,Utah
44-45,Retail Trade,123519,Utah
48-49,Transportation & Warehousing,39021,Utah
51,Information,28518,Utah
52,Finance & insurance,46188,Utah
53,Real estate & rental & leasing,14924,Utah
54,"Professional, scientific, & technical services",51726,Utah
55,Management of companies & enterprises,19789,Utah
56,Administrative & support & waste management & remediation serv,80560,Utah
61,Educational services,25989,Utah
62,Health care & social assistance,95827,Utah
71,"Arts, entertainment, & recreation",16876,Utah
72,Accommodation & foodservices,81838,Utah
81,Other services (except public administration),44762,Utah
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",6974,Utah
99,Unclassified,226,Utah
--,Total,258058,Vermont
11,"Agriculture, forestry, fishing, & hunting",[f],Vermont
21,Mining,[f],Vermont
22,Utilities,1767,Vermont
23,Construction,14088,Vermont
31-33,Manufacturing,43736,Vermont
42,Wholesale trade,10997,Vermont
44-45,Retail Trade,40656,Vermont
48-49,Transportation & Warehousing,4789,Vermont
51,Information,6831,Vermont
52,Finance & insurance,10474,Vermont
53,Real estate & rental & leasing,2795,Vermont
54,"Professional, scientific, & technical services",13899,Vermont
55,Management of companies & enterprises,2788,Vermont
56,Administrative & support & waste management & remediation serv,5898,Vermont
61,Educational services,13030,Vermont
62,Health care & social assistance,37375,Vermont
71,"Arts, entertainment, & recreation",7548,Vermont
72,Accommodation & foodservices,29243,Vermont
81,Other services (except public administration),9964,Vermont
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",908,Vermont
99,Unclassified,[b],Vermont
--,Total,2914804,Virginia
11,"Agriculture, forestry, fishing, & hunting",3751,Virginia
21,Mining,10256,Virginia
22,Utilities,16534,Virginia
23,Construction,197068,Virginia
31-33,Manufacturing,313453,Virginia
42,Wholesale trade,104645,Virginia
44-45,Retail Trade,405513,Virginia
48-49,Transportation & Warehousing,74305,Virginia
51,Information,123455,Virginia
52,Finance & insurance,173985,Virginia
53,Real estate & rental & leasing,53907,Virginia
54,"Professional, scientific, & technical services",309536,Virginia
55,Management of companies & enterprises,54462,Virginia
56,Administrative & support & waste management & remediation serv,210002,Virginia
61,Educational services,52916,Virginia
62,Health care & social assistance,324174,Virginia
71,"Arts, entertainment, & recreation",41798,Virginia
72,Accommodation & foodservices,254362,Virginia
81,Other services (except public administration),161702,Virginia
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",28464,Virginia
99,Unclassified,516,Virginia
--,Total,2185658,Washington
11,"Agriculture, forestry, fishing, & hunting",14364,Washington
21,Mining,2589,Washington
22,Utilities,5309,Washington
23,Construction,140941,Washington
31-33,Manufacturing,268839,Washington
42,Wholesale trade,117621,Washington
44-45,Retail Trade,299652,Washington
48-49,Transportation & Warehousing,74505,Washington
51,Information,96411,Washington
52,Finance & insurance,108507,Washington
53,Real estate & rental & leasing,48506,Washington
54,"Professional, scientific, & technical services",137769,Washington
55,Management of companies & enterprises,53651,Washington
56,Administrative & support & waste management & remediation serv,112995,Washington
61,Educational services,39964,Washington
62,Health care & social assistance,298269,Washington
71,"Arts, entertainment, & recreation",48456,Washington
72,Accommodation & foodservices,197616,Washington
81,Other services (except public administration),106278,Washington
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",12824,Washington
99,Unclassified,592,Washington
--,Total,561478,West Virginia
11,"Agriculture, forestry, fishing, & hunting",1571,West Virginia
21,Mining,21698,West Virginia
22,Utilities,7502,West Virginia
23,Construction,27621,West Virginia
31-33,Manufacturing,69102,West Virginia
42,Wholesale trade,21038,West Virginia
44-45,Retail Trade,89385,West Virginia
48-49,Transportation & Warehousing,13658,West Virginia
51,Information,12659,West Virginia
52,Finance & insurance,23263,West Virginia
53,Real estate & rental & leasing,6883,West Virginia
54,"Professional, scientific, & technical services",21096,West Virginia
55,Management of companies & enterprises,5328,West Virginia
56,Administrative & support & waste management & remediation serv,31574,West Virginia
61,Educational services,7912,West Virginia
62,Health care & social assistance,108309,West Virginia
71,"Arts, entertainment, & recreation",8549,West Virginia
72,Accommodation & foodservices,52992,West Virginia
81,Other services (except public administration),27591,West Virginia
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",3649,West Virginia
99,Unclassified,98,West Virginia
--,Total,2355816,Wisconsin
11,"Agriculture, forestry, fishing, & hunting",3411,Wisconsin
21,Mining,2298,Wisconsin
22,Utilities,16262,Wisconsin
23,Construction,117141,Wisconsin
31-33,Manufacturing,499518,Wisconsin
42,Wholesale trade,117202,Wisconsin
44-45,Retail Trade,309173,Wisconsin
48-49,Transportation & Warehousing,77746,Wisconsin
51,Information,49517,Wisconsin
52,Finance & insurance,136673,Wisconsin
53,Real estate & rental & leasing,27368,Wisconsin
54,"Professional, scientific, & technical services",90826,Wisconsin
55,Management of companies & enterprises,57989,Wisconsin
56,Administrative & support & waste management & remediation serv,111379,Wisconsin
61,Educational services,45069,Wisconsin
62,Health care & social assistance,331180,Wisconsin
71,"Arts, entertainment, & recreation",33143,Wisconsin
72,Accommodation & foodservices,198215,Wisconsin
81,Other services (except public administration),115101,Wisconsin
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",16366,Wisconsin
99,Unclassified,239,Wisconsin
--,Total,177828,Wyoming
11,"Agriculture, forestry, fishing, & hunting",397,Wyoming
21,Mining,16051,Wyoming
22,Utilities,2298,Wyoming
23,Construction,14458,Wyoming
31-33,Manufacturing,9834,Wyoming
42,Wholesale trade,7094,Wyoming
44-45,Retail Trade,29180,Wyoming
48-49,Transportation & Warehousing,5395,Wyoming
51,Information,4167,Wyoming
52,Finance & insurance,7102,Wyoming
53,Real estate & rental & leasing,3159,Wyoming
54,"Professional, scientific, & technical services",6917,Wyoming
55,Management of companies & enterprises,1176,Wyoming
56,Administrative & support & waste management & remediation serv,5777,Wyoming
61,Educational services,1538,Wyoming
62,Health care & social assistance,26535,Wyoming
71,"Arts, entertainment, & recreation",3280,Wyoming
72,Accommodation & foodservices,23693,Wyoming
81,Other services (except public administration),8673,Wyoming
95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",931,Wyoming
99,Unclassified,173,Wyoming
